id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt
68593616,28000,28000,28000,60 months,8.49,574.33,B,B1,Client Service Manager,1 year,MORTGAGE,75000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68593616,,debt_consolidation,Debt consolidation,301xx,GA,24.83,0,32339.77247,32339.77,28000,4339.77,0,0,0,Apr-18,17440.21
68547492,14000,14000,14000,60 months,15.77,338.75,D,D1,Business Systems Analyst,1 year,RENT,45500,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547492,,debt_consolidation,Debt consolidation,770xx,TX,19.24,0,8888.09,8888.09,4545.51,3892.58,0,450,81,Feb-18,338.75
68547446,16000,16000,16000,36 months,9.8,514.78,B,B3,,,MORTGAGE,99906,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547446,,credit_card,Credit card refinancing,117xx,NY,6.97,0,18510.04665,18510.05,16000,2510.05,0,0,0,Jan-19,514.53
68537494,14000,14000,14000,36 months,5.32,421.61,A,A1,Senior Brand Manager,4 years,RENT,120000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537494,,debt_consolidation,Debt consolidation,941xx,CA,6.73,0,14937.239023181399,14937.24,14000,937.24,0,0,0,Jul-18,320.89
68366933,24000,24000,24000,36 months,8.49,757.51,B,B1,nutritionist,8 years,MORTGAGE,72000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366933,,debt_consolidation,Debt consolidation,770xx,TX,22.8,0,27064.65123,27064.65,24000,3064.65,0,0,0,May-18,6640.18
66574010,35000,35000,35000,36 months,13.99,1196.05,C,C4,RRT,6 years,OWN,75000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66574010,,debt_consolidation,Debt consolidation,346xx,FL,18.19,0,36128.45,36128.45,35000,1128.45,0,0,0,Apr-16,33804.36
68565380,14550,14550,14550,60 months,15.77,352.06,D,D1,Administrative Assistant,10+ years,MORTGAGE,70000,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68565380,,debt_consolidation,Debt consolidation,338xx,FL,34.44,0,13346.41,13346.41,7862.15,5484.26,0,0,0,Feb-19,352.06
68446530,8000,8000,8000,36 months,11.48,263.74,B,B5,Valued Associate,< 1 year,RENT,21610,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446530,,credit_card,Credit card refinancing,370xx,TN,31.06,0,9155.962588,9155.96,8000,1155.96,0,0,0,Aug-17,4421.4
68375365,32400,32400,32400,60 months,9.8,685.23,B,B3,Project Manager,10+ years,MORTGAGE,106284,Source Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68375365,,credit_card,Credit card refinancing,782xx,TX,24.11,0,26038.74,26038.74,18653.4,7385.34,0,0,0,Mar-19,685.23
68366859,3600,3600,3600,36 months,13.44,122.07,C,C3,Graduate Student ,1 year,RENT,25000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366859,,debt_consolidation,Debt consolidation,191xx,PA,26.45,0,4280.1895470053005,4280.19,3600,680.19,0,0,0,Dec-17,1601.37
68563427,10500,10500,10500,36 months,13.99,358.82,C,C4,SW,10+ years,MORTGAGE,110000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68563427,,debt_consolidation,Debt consolidation,922xx,CA,30.73,1,11399.8,11399.8,10500,899.8,0,0,0,Sep-16,8908.46
68607018,3000,3000,3000,36 months,11.48,98.9,B,B5,technician,10+ years,MORTGAGE,105000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68607018,,home_improvement,Home improvement,906xx,CA,12.09,0,3555.124843,3555.12,3000,555.12,0,0,0,Dec-18,197.3
68485643,16000,16000,16000,36 months,14.85,553.48,C,C5,Nurse,2 years,RENT,43000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68485643,,credit_card,Credit card refinancing,104xx,NY,17.11,0,19924.29927,19924.3,16000,3924.3,0,0,0,Jan-19,567.76
68526838,8000,8000,8000,36 months,7.49,248.82,A,A4,Teacher,10+ years,MORTGAGE,57000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526838,,debt_consolidation,Debt consolidation,158xx,PA,25.01,0,8973.886929,8973.89,8000,973.89,0,0,0,Jan-19,248.55
68577637,19500,19500,19500,36 months,7.49,606.49,A,A4,Producer,< 1 year,RENT,85000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68577637,,debt_consolidation,Debt consolidation,900xx,CA,13.74,0,21816.2612,21816.26,19500,2316.26,0,0,0,Jan-19,609.4
68537513,2000,2000,2000,36 months,8.49,63.13,B,B1,Dean,8 years,MORTGAGE,140000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537513,,other,Other,294xx,SC,6.78,0,2091.18,2091.18,2000,76.18,15,0,0,Jun-16,1960.21
68366850,16000,16000,16000,36 months,5.32,481.84,A,A1,Marketing manager,8 years,MORTGAGE,96000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366850,,debt_consolidation,Debt consolidation,551xx,MN,14.45,0,16700.539229686998,16700.54,16000,700.54,0,0,0,Dec-16,11893.96
68396912,3500,3500,3500,36 months,10.78,114.23,B,B4,Account Manager,8 years,MORTGAGE,122400,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396912,,vacation,Vacation,957xx,CA,17.97,0,3898.860922,3898.86,3500,398.86,0,0,0,Apr-17,2304.88
68396542,14000,14000,14000,60 months,9.17,291.78,B,B2,Tax Accountant,4 years,RENT,94000,Source Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396542,,debt_consolidation,Debt consolidation,282xx,NC,32.3,0,11098.33,11098.33,8112.46,2985.87,0,0,0,Mar-19,291.78
68487142,24000,24000,24000,36 months,11.48,791.2,B,B5,Senior Business Analyst,3 years,OWN,95000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68487142,,debt_consolidation,Debt consolidation,606xx,IL,26.89,0,28466.97494,28466.97,24000,4466.97,0,0,0,Jan-19,1604.44
68566731,6000,6000,6000,36 months,5.32,180.69,A,A1,Director of Risk Management ,2 years,OWN,120000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566731,,credit_card,Credit card refinancing,113xx,NY,3.98,0,6269.199446,6269.2,6000,269.2,0,0,0,Dec-16,4465.28
68496845,24000,24000,24000,36 months,7.91,751.08,A,A5,Registered Nurse,9 years,MORTGAGE,100000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496845,,debt_consolidation,Debt consolidation,490xx,MI,26.83,1,27012.377179326002,27012.38,24000,3012.38,0,0,0,Jan-19,750.95
68614704,14875,14875,14875,60 months,18.49,381.71,D,D5,Case Manager,3 years,RENT,37231,Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68614704,,debt_consolidation,Debt consolidation,370xx,TN,36.3,1,4813.11,4813.11,1460.31,1936.88,0,1415.92,254.8656,Oct-16,381.71
68340647,10000,10000,10000,36 months,11.99,332.1,C,C1,owner,7 years,RENT,45000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340647,,other,,210xx,MD,37.55,0,10972.86194,10972.86,10000,972.86,0,0,0,Dec-16,7668.51
68587491,15000,15000,15000,36 months,6.99,463.09,A,A3,Purchasing Manager,2 years,MORTGAGE,93000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587491,,credit_card,Credit card refinancing,020xx,MA,14.86,0,16162.618726716799,16162.62,15000,1162.62,0,0,0,May-17,8796.87
68526879,10000,10000,10000,36 months,5.32,301.15,A,A1,Science teacher,10+ years,RENT,68000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526879,,credit_card,Credit card refinancing,468xx,IN,14.61,0,10740.21397,10740.21,10000,740.21,0,0,0,Jan-18,3821.15
68407273,18000,18000,18000,60 months,9.17,375.14,B,B2,Teacher,10+ years,OWN,97000,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407273,,major_purchase,Major purchase,117xx,NY,22.22,1,14235.11,14235.11,10428.16,3806.95,0,0,0,Mar-19,375.14
67415657,24000,24000,24000,60 months,19.48,628.93,E,E2,fsm,10+ years,RENT,97000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67415657,,debt_consolidation,Debt consolidation,800xx,CO,7.23,0,29546.321064427404,29546.32,24000,5546.32,0,0,0,Apr-17,20806.23
68535544,23525,23525,23525,60 months,17.97,597,D,D4,Executive Assistant,5 years,MORTGAGE,70000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68535544,,debt_consolidation,Debt consolidation,082xx,NJ,13.33,0,29630.96506,29630.97,23525,6105.97,0,0,0,Aug-17,18943.68
68416810,12000,12000,12000,60 months,9.17,250.1,B,B2,Financial Planner,10+ years,OWN,68000,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416810,,credit_card,Credit card refinancing,774xx,TX,14.53,0,9509.91,9509.91,6953.66,2556.25,0,0,0,Mar-19,250.1
68394924,11000,11000,11000,36 months,10.78,358.99,B,B4,Physician,10+ years,RENT,297000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68394924,,other,Other,207xx,MD,12.69,1,12891.217029548701,12891.22,11000,1891.22,0,0,0,Oct-18,1420.01
68547122,24000,24000,24000,36 months,9.17,765.1,B,B2,Nurse Anestheti,2 years,MORTGAGE,210000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547122,,debt_consolidation,Debt consolidation,563xx,MN,20.16,0,27512.777716583998,27512.78,24000,3512.78,0,0,0,Jan-19,764.85
68386904,15000,15000,15000,60 months,16.59,369.49,D,D2,Revenue Control Specialist,8 years,RENT,42900,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386904,,debt_consolidation,Debt consolidation,021xx,MA,36.98,0,14006.06,14006.06,8032.19,5973.87,0,0,0,Feb-19,369.49
68526818,16000,16000,16000,36 months,8.49,505.01,B,B1,Engineer ,10+ years,MORTGAGE,140000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526818,,credit_card,Credit card refinancing,786xx,TX,14.68,2,18216.56062,18216.56,16000,2216.56,0,0,0,Jan-19,504.87
68446558,15000,15000,15000,60 months,7.91,303.51,A,A5,Human Resources,5 years,RENT,90000,Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446558,,debt_consolidation,Debt consolidation,117xx,NY,17.07,0,11803.19,11803.19,9516.48,2271.53,15.18,0,0,May-18,4486
68506619,5000,5000,5000,36 months,11.99,166.05,C,C1,RN,8 years,MORTGAGE,60000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506619,,debt_consolidation,Debt consolidation,301xx,GA,19.56,0,1320.07,1320.07,961.87,358.2,0,0,0,Sep-16,166.05
68496948,19100,19100,19100,60 months,10.78,413.19,B,B4,Administrator,10+ years,MORTGAGE,115000,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496948,,debt_consolidation,Debt consolidation,184xx,PA,14.35,0,15672.62,15672.62,10885.19,4787.43,0,0,0,Feb-19,413.19
68396786,15000,15000,15000,36 months,10.78,489.52,B,B4,Sales Manager,3 years,OWN,85000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396786,,credit_card,Credit card refinancing,463xx,IN,10.14,0,17005.468748056002,17005.47,15000,2005.47,0,0,0,Aug-17,8216.57
68606972,30000,30000,30000,60 months,18.49,769.83,D,D5,Sales,2 years,MORTGAGE,85000,Source Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606972,,debt_consolidation,Debt consolidation,070xx,NJ,35.93,0,29176.5,29176.5,15728.35,13448.15,0,0,0,Feb-19,769.83
68596708,15000,15000,15000,36 months,9.8,482.61,B,B3,maintenance,10+ years,RENT,60000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596708,,credit_card,Credit card refinancing,436xx,OH,25.56,0,15133.97,15133.97,15000,133.97,0,0,0,Feb-16,15154.39
68476642,3500,3500,3500,36 months,13.99,119.61,C,C4,electrical construction apprentice,10+ years,RENT,105000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476642,,other,Other,906xx,CA,17.65,0,4280.272129314199,4280.27,3500,780.27,0,0,0,Jan-19,0.59
68616825,20000,20000,20000,36 months,9.17,637.58,B,B2,,2 years,RENT,130000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616825,,debt_consolidation,Debt consolidation,104xx,NY,12.77,0,22865.0298,22865.03,20000,2833.15,31.88,0,0,Jul-18,5038.26
68526740,10000,10000,10000,60 months,13.44,229.79,C,C3,Mechanic,7 years,RENT,30160,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526740,,credit_card,Credit card refinancing,601xx,IL,29.45,0,8713.35,8713.35,5541.3,3172.05,0,0,0,Feb-19,229.79
68426716,35000,35000,35000,60 months,18.49,898.13,D,D5,IT Supervisor,9 years,MORTGAGE,132500,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426716,,debt_consolidation,Debt consolidation,750xx,TX,14.48,0,47716.45949,47716.46,35000,12716.46,0,0,0,May-18,23556.83
68376710,16000,16000,16000,60 months,14.85,379.39,C,C5,District Sales Leader,10+ years,RENT,90000,Not Verified,15-Dec,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376710,,credit_card,Credit card refinancing,917xx,CA,16.65,0,14157.37,14157.37,8306.06,5756.46,94.85,0,0,Mar-19,379.39
68587530,2000,2000,2000,36 months,11.99,66.42,C,C1,Financial Manager,10+ years,MORTGAGE,180000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587530,,other,Other,607xx,IL,12.66,0,2378.02462,2378.02,2000,378.02,0,0,0,Jul-18,455.17
68476592,12000,12000,12000,36 months,9.8,386.09,B,B3,Certified Lead Samsung Experience Consul,2 years,RENT,39500,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476592,,credit_card,Credit card refinancing,770xx,TX,25.43,0,13882.511709868999,13882.51,12000,1882.51,0,0,0,Jan-19,385.69
68476512,8000,8000,8000,36 months,6.99,246.99,A,A3,Registered Nurse ,1 year,MORTGAGE,80000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476512,,credit_card,Credit card refinancing,164xx,PA,18.92,0,8213.49,8213.49,8000,213.49,0,0,0,Jun-16,7233.3
68537368,10000,10000,10000,36 months,9.8,321.74,B,B3,Quality Assurance Wings,10+ years,MORTGAGE,92000,Source Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537368,,debt_consolidation,Debt consolidation,980xx,WA,10.55,1,6796.55,6796.55,4906.57,1192.88,16.09,681.01,122.5818,Aug-17,321.74
68376880,25000,25000,25000,60 months,7.91,505.84,A,A5,Executive Admin,10+ years,RENT,76500,Not Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376880,,credit_card,Credit card refinancing,553xx,MN,15.65,0,19276.84,19276.84,14672.78,4604.06,0,0,0,Mar-19,505.84
68366911,35000,35000,35000,36 months,13.99,1196.05,C,C4,Executive Director ,10+ years,RENT,100000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366911,,debt_consolidation,Debt consolidation,956xx,CA,19.43,6,42873.76666,42873.77,35000,7873.77,0,0,0,Jan-19,680.03
68547485,25600,25600,25600,60 months,7.91,517.98,A,A5,Lawyer,3 years,OWN,150000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547485,,debt_consolidation,Debt consolidation,770xx,TX,10.88,0,27785.35156,27785.35,25600,2185.35,0,0,0,Mar-18,4848.59
68606926,4325,4325,4325,36 months,11.99,143.64,C,C1,Account manager,10+ years,OWN,90000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606926,,major_purchase,Major purchase,231xx,VA,16.96,1,5163.4624357640005,5163.46,4325,838.46,0,0,0,Jan-19,143.26
68339758,6000,6000,6000,36 months,6.99,185.24,A,A3,Teacher,10+ years,OWN,48000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68339758,,credit_card,,324xx,FL,33.78,0,6662.626347,6662.63,6000,662.63,0,0,0,Jan-19,185.05
68366819,18200,18200,18200,60 months,15.77,440.37,D,D1,Accounting Supervisor,8 years,RENT,65000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366819,,credit_card,Credit card refinancing,300xx,GA,29.28,0,4832.53,4832.53,1465.09,1617.5,0,1749.94,314.9892,Aug-16,440.37
68386935,10000,10000,10000,36 months,6.99,308.73,A,A3,Master Carpenter,3 years,RENT,54000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386935,,credit_card,Credit card refinancing,554xx,MN,19.38,0,11104.38033,11104.38,10000,1104.38,0,0,0,Jan-19,308.54
67839460,30000,30000,30000,60 months,13.44,689.37,C,C3,legal secretary,5 years,MORTGAGE,81000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67839460,,debt_consolidation,Debt consolidation,207xx,MD,12.03,3,39247.17036,39247.17,30000,9247.17,0,0,0,Jan-19,15175.22
68496969,13200,13200,13200,36 months,5.32,397.52,A,A1,"Director, Accounting & Finance",2 years,MORTGAGE,150000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496969,,home_improvement,Home improvement,773xx,TX,15.45,0,13606.39,13606.39,13200,406.39,0,0,0,Aug-16,11231.02
68366976,10000,10000,10000,36 months,6.99,308.73,A,A3,SALES,5 years,RENT,220000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366976,,debt_consolidation,Debt consolidation,600xx,IL,4.76,0,10205.53,10205.53,10000,205.53,0,0,0,Apr-16,9597.78
68547425,3000,3000,3000,36 months,11.48,98.9,B,B5,O&M Specialist III,5 years,MORTGAGE,75000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547425,,debt_consolidation,Debt consolidation,751xx,TX,22.82,1,3555.9102230459002,3555.91,3000,555.91,0,0,0,Feb-19,0.29
68537517,20000,20000,20000,36 months,9.8,643.47,B,B3,Director,10+ years,OWN,96000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537517,,debt_consolidation,Debt consolidation,341xx,FL,19.04,0,21436.7033,21436.7,20000,1436.7,0,0,0,Feb-17,3135.21
68596759,13875,13875,13875,60 months,11.99,308.58,C,C1,Purchasing Agent,10+ years,MORTGAGE,32500,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596759,,credit_card,Credit card refinancing,704xx,LA,23.53,0,16015.88213,16015.88,13875,2140.88,0,0,0,Jun-17,11101.71
68396899,18000,18000,18000,36 months,6.49,551.61,A,A2,Dispatcher,10+ years,MORTGAGE,76000,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396899,,debt_consolidation,Debt consolidation,750xx,TX,14.4,1,19746.74497,19746.74,18000,1746.74,0,0,0,May-18,4869.49
68445368,15225,15225,15225,36 months,8.49,480.55,B,B1,Teacher,3 years,OWN,40000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68445368,,debt_consolidation,Debt consolidation,366xx,AL,21.21,0,13554.23,13554.23,11046.2,1910.7,24.03,573.3,103.194,Apr-18,480.55
68537434,16000,16000,16000,60 months,11.48,351.73,B,B5,Sr Sales Executive,6 years,RENT,65000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537434,,debt_consolidation,Debt consolidation,327xx,FL,21.16,0,7046.98,7046.98,3188.01,2112.17,0,1746.8,314.42400000000004,Apr-17,351.73
68426691,21000,21000,21000,60 months,9.8,444.13,B,B3,manager,7 years,RENT,125000,Not Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426691,,other,Other,940xx,CA,6.2,0,859.68,859.68,547.49,312.19,0,0,0,Mar-16,444.13
67195202,13000,13000,13000,60 months,16.59,320.23,D,D2,Sr. Business Specialist,< 1 year,RENT,40000,Verified,15-Dec,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67195202,,debt_consolidation,Debt consolidation,967xx,HI,16.74,0,2619.13,2619.13,872.71,1018.72,0,727.7,130.986,Jul-16,320.23
68396815,20000,20000,20000,36 months,7.91,625.9,A,A5,Community Manager,5 years,OWN,120000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396815,,major_purchase,Major purchase,917xx,CA,4.99,3,21670.8295,21670.83,20000,1670.83,0,0,0,Apr-17,12930.2
68426793,31075,31075,31075,36 months,7.49,966.49,A,A4,Lieutenant,10+ years,RENT,70000,Source Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426793,,credit_card,Credit card refinancing,301xx,GA,17.18,0,32165.83,32165.83,31075,1090.83,0,0,0,Jul-16,27333.39
68486834,18000,18000,18000,36 months,6.99,555.71,A,A3,Owner,10+ years,OWN,120000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68486834,,credit_card,Credit card refinancing,815xx,CO,14.88,1,19994.47305,19994.47,18000,1994.47,0,0,0,Jan-19,555.52
68566787,5000,5000,5000,36 months,9.17,159.4,B,B2,,,MORTGAGE,74967,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566787,,other,Other,825xx,WY,33.39,0,5089.72,5089.72,5000,89.72,0,0,0,Mar-16,4936.69
68506699,4675,4675,4675,36 months,17.27,167.31,D,D3,Sales Associate,< 1 year,MORTGAGE,13000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506699,,credit_card,Credit card refinancing,495xx,MI,34.07,1,6016.222963226801,6016.22,4675,1341.22,0,0,0,Jan-19,167.1
68102209,6000,6000,6000,36 months,9.8,193.05,B,B3,Automation Engineer,4 years,MORTGAGE,85140,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68102209,,debt_consolidation,Debt consolidation,928xx,CA,14.42,0,6314.02,6314.02,6000,314.02,0,0,0,Jul-16,5178.59
68486386,12000,12000,12000,60 months,12.88,272.31,C,C2,General / sales Manager,10+ years,MORTGAGE,90000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68486386,,debt_consolidation,Debt consolidation,928xx,CA,12.62,0,14494.33198,14494.33,12000,2494.33,0,0,0,Nov-17,8793
68072419,13000,13000,13000,60 months,13.99,302.42,C,C4,Technician,10+ years,RENT,115000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68072419,,home_improvement,Home improvement,852xx,AZ,9.9,0,15764.027648298701,15764.03,13000,2733.79,30.24,0,0,Oct-17,8646.13
68366904,1800,1800,1800,36 months,11.48,59.34,B,B5,Benefits Consultant,10+ years,RENT,50000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366904,,other,Other,140xx,NY,20.38,0,2129.561151,2129.56,1800,329.56,0,0,0,Sep-18,292.89
68566711,4475,4475,4475,36 months,16.59,158.64,D,D2,Rph,10+ years,RENT,114000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566711,,credit_card,Credit card refinancing,380xx,TN,8.36,4,5700.467574,5700.47,4475,1225.47,0,0,0,Jan-19,158.38
68426707,14400,14400,14400,36 months,6.49,441.29,A,A2,Sales Engineer,8 years,MORTGAGE,70000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426707,,debt_consolidation,Debt consolidation,270xx,NC,16.32,0,15833.05769,15833.06,14400,1433.06,0,0,0,Aug-18,957.34
68386931,5875,5875,5875,36 months,7.91,183.86,A,A5,Purchasing Assistant,5 years,RENT,70000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386931,,debt_consolidation,Debt consolidation,926xx,CA,9.53,0,6419.006588288199,6419.01,5875,544.01,0,0,0,Aug-17,4.12
68595206,20000,20000,20000,36 months,17.97,722.75,D,D4,Nurse Manager,7 years,MORTGAGE,180000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68595206,,debt_consolidation,Debt consolidation,778xx,TX,25.1,0,23123.77224,23123.77,20000,3123.77,0,0,0,Dec-16,15283.34
68476510,10000,10000,10000,36 months,6.99,308.73,A,A3,Senior Electrical Engineer,5 years,MORTGAGE,115000,Not Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476510,,debt_consolidation,Debt consolidation,028xx,RI,23.26,0,10623.234046785201,10623.23,10000,623.23,0,0,0,Jan-17,7236.91
68537519,34100,34100,34100,60 months,12.88,773.79,C,C2,RN,8 years,MORTGAGE,92892,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537519,,debt_consolidation,Debt consolidation,302xx,GA,29.14,0,44265.42262,44265.42,34100,10165.42,0,0,0,Feb-19,16469.98
68616891,24000,24000,24000,36 months,11.48,791.2,B,B5,Lecturer and Curriculum Fellow,3 years,RENT,56457,Verified,15-Dec,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616891,,credit_card,Credit card refinancing,021xx,MA,12.37,0,28447.150484212598,28447.15,24000,4447.15,0,0,0,Dec-18,755.16
68426620,30000,30000,30000,60 months,18.49,769.83,D,D5,Division Manager,8 years,MORTGAGE,300000,Verified,15-Dec,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426620,,debt_consolidation,Debt consolidation,530xx,WI,8.62,0,29176.5,29176.5,15725.06,13451.44,0,0,0,Feb-19,769.83
